#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_5858	4302	10	N	Y	1	2332	*,5858,*
contig_5922	4297	10	N	Y	1	2396	*,5922,*
contig_6974	4294	20	N	N	1	*	*,6974,*
contig_7174	4294	13	N	Y	1	*	7174
contig_7268	4291	10	Y	Y	1	*	7268
contig_7419	4289	10	N	Y	1	3488	*,7419,*
contig_6791	4288	12	N	Y	1	3066	*,6791,*
contig_2189	4282	27	N	Y	1	*	2189
contig_5538	4281	22	N	Y	1	2104	*,5538,*
contig_3182	4278	21	Y	Y	1	40	3182
contig_6663	4266	10	N	Y	1	2984	*,6663,*
contig_4087	4261	15	N	Y	1	1090	*,4087,*
contig_5917	4259	23	N	Y	1	2390	*,5917,*
contig_6316	4259	34	N	Y	1	2714	*,6316,*
contig_7164	4258	10	Y	Y	1	*	7164
contig_242	4257	10	N	Y	1	*	242
contig_7965	4255	14	N	Y	1	3870	*,7965,*
contig_8135	4255	10	N	Y	1	3998	*,8135,*
contig_1537	4253	25	N	Y	1	*	1537
contig_6325	4253	13	N	Y	1	2722	*,6325,*
contig_5556	4252	10	N	Y	1	2120	*,5556,*
contig_7557	4252	11	N	Y	1	3592	*,7557,*
contig_6849	4250	10	N	Y	1	3104	*,6849,*
contig_2986	4249	31	N	N	1	*	2986
contig_3307	4249	10	N	Y	1	*	3307
contig_8293	4246	10	N	Y	1	4082	*,8293,*
contig_5518	4244	16	N	Y	1	2090	*,5518,*
contig_5964	4244	10	N	Y	1	2434	*,5964,*
contig_4854	4242	10	N	Y	1	1646	*,4854,*
contig_3549	4240	10	N	Y	1	792	*,3549,*
contig_5351	4240	10	Y	Y	1	*	5351
contig_7615	4237	10	Y	Y	1	*	7615
contig_3141	4233	14	N	Y	1	580	*,3141,*
contig_4222	4232	25	N	N	1	*	*,4222,*
contig_4880	4230	20	N	Y	1	1662	*,4880,*
contig_2151	4227	11	N	Y	1	*	2151
contig_2871	4222	10	N	N	3	*	2871
contig_5525	4215	25	N	N	1	*	5527,5525
contig_575	4212	11	N	Y	1	*	575
contig_7045	4212	11	N	Y	1	3252	*,7045,*
contig_5841	4211	20	N	Y	1	2324	*,5841,*
contig_974	4205	86	N	Y	2	*	974
contig_5193	4200	23	N	Y	1	1866	*,5193,*
contig_7238	4200	21	N	Y	1	3358	*,7238,*
contig_2624	4181	10	N	Y	1	*	2624
contig_199	4179	40	N	Y	1	*	199
contig_352	4175	10	N	Y	1	*	352
contig_3594	4172	11	N	Y	1	814	*,3594,*
contig_3419	4165	17	N	Y	1	714	*,3419,*
contig_6505	4164	19	N	Y	1	2872	*,6505,*
contig_4527	4163	20	N	Y	1	1416	*,4527,*
contig_8438	4163	10	N	Y	1	4190	*,8438,*
contig_2892	4161	19	N	N	1	*	2892
contig_4051	4161	10	N	Y	1	1068	*,4051,*
contig_2889	4158	10	N	Y	1	444	*,2889,*
contig_851	4158	15	N	Y	1	*	851
contig_120	4154	10	N	Y	1	*	120
contig_1384	4151	11	N	Y	1	*	1384
contig_5001	4151	10	N	Y	1	1742	*,5001,*
contig_8444	4151	28	N	Y	1	4194	*,8444,*
contig_7758	4149	14	N	Y	1	3724	*,7758,*
contig_418	4147	105	N	Y	2	*	418
contig_6975	4147	11	N	Y	1	3212	*,6975,*
contig_8201	4147	19	N	Y	1	4024	*,8201,*
contig_3148	4144	10	N	Y	1	588	*,3148,*
contig_7954	4144	10	N	Y	1	3860	*,7954,*
contig_3115	4143	10	N	Y	1	564	*,3115,*
contig_6466	4143	10	Y	Y	1	*	6466
contig_6305	4140	10	N	Y	1	2702	*,6305,*
contig_6695	4139	10	N	Y	1	3010	*,6695,*
contig_1150	4138	10	N	Y	1	*	1150
contig_7556	4138	10	N	Y	1	3592	*,7556,*
contig_7388	4137	29	N	Y	1	3466	*,7388,*
contig_4768	4136	10	N	Y	1	1608	*,4768,*
contig_4012	4131	23	N	Y	1	1044	*,4012,*
contig_7043	4127	10	N	Y	1	3250	*,7043,*
contig_973	4126	76	N	Y	1	*	973
contig_7694	4123	11	N	Y	1	3682	*,7694,*
contig_7935	4120	13	N	Y	1	3846	*,7935,*
contig_2487	4117	34	N	N	1	*	-566,2487
contig_8806	4117	10	N	Y	1	2550	*,8806,*
contig_7260	4111	11	Y	Y	1	306	7260
contig_6409	4109	22	N	Y	1	2802	*,6409,*
contig_6448	4109	11	N	Y	1	2838	*,6448,*
contig_6731	4108	10	N	Y	1	3032	*,6731,*
contig_3881	4107	10	N	Y	1	*	3881
contig_4879	4107	10	N	Y	1	1658	*,4879,*
contig_4774	4104	15	N	Y	1	1614	*,4774,*
contig_7630	4099	10	Y	Y	1	332	7630
contig_7312	4097	21	N	Y	1	3416	*,7312,*
contig_8272	4097	10	N	Y	1	4066	*,8272,*
contig_2920	4090	10	N	Y	1	462	*,2920,*
contig_3155	4090	20	N	Y	1	594	*,3155,*
contig_5776	4090	10	N	Y	1	2282	*,5776,*
contig_3185	4088	10	N	Y	1	602	*,3185,*
contig_39	4087	32	N	Y	1	*	39
contig_4575	4085	10	N	Y	1	1452	*,4575,*
contig_5887	4085	10	N	Y	1	2360	*,5887,*
contig_2987	4084	10	N	Y	1	516	*,2987,*
contig_4878	4081	11	N	Y	1	1658	*,4878,*
contig_4288	4078	12	N	Y	1	1242	*,4288,*
contig_8337	4078	23	N	Y	1	4112	*,8337,*
contig_4453	4075	10	N	Y	1	1364	*,4453,*
contig_7076	4073	10	Y	Y	1	*	7076
contig_4364	4072	10	N	Y	1	1316	*,4364,*
contig_4273	4068	14	N	Y	1	1232	*,4273,*
contig_7226	4066	10	N	Y	1	3356	*,7226,*
contig_7418	4066	10	N	Y	1	3488	*,7418,*
contig_8281	4065	26	Y	Y	1	374	8281
contig_4640	4057	17	N	Y	1	1498	*,4640,*
contig_4574	4056	11	N	Y	1	1452	*,4574,*
contig_5464	4055	10	N	N	1	*	*,5464,*
contig_5402	4054	16	N	Y	1	2014	*,5402,*
contig_4902	4051	11	N	Y	1	1678	*,4902,*
contig_3251	4048	11	N	Y	1	648	*,3251,*
contig_4138	4048	10	N	Y	1	1138	*,4138,*
contig_4472	4045	28	N	Y	1	1382	*,4472,*
contig_4018	4040	20	Y	Y	1	78	4018
contig_7689	4040	15	N	Y	1	3678	*,7689,*
contig_1450	4039	10	N	Y	1	*	1450
contig_4901	4037	10	N	Y	1	1678	*,4901,*
contig_7650	4034	10	N	Y	1	3644	*,7650,*
contig_3510	4033	10	N	Y	1	766	*,3510,*
contig_7720	4033	23	N	Y	1	3700	*,7720,*
contig_8275	4033	11	N	Y	1	4070	*,8275,*
contig_4365	4032	10	N	Y	1	1318	*,4365,*
contig_4990	4031	10	N	Y	1	1736	*,4990,*
contig_5325	4027	10	N	Y	1	1962	*,5325,*
contig_1123	4026	48	N	Y	2	*	1123
contig_3372	4018	24	N	Y	1	*	3372
contig_7607	4018	10	Y	Y	1	*	7607
contig_7467	4017	10	Y	Y	1	322	7467
contig_4873	4016	29	Y	Y	2	134	4873
contig_1618	4014	10	N	Y	1	*	1618
contig_4657	4010	27	N	Y	1	1514	*,4657,*
contig_3359	4009	10	N	N	1	*	*,3359,*
contig_6291	4008	23	N	Y	1	2690	*,6291,*
contig_3548	4005	10	N	Y	1	790	*,3548,*
contig_4643	4002	10	N	Y	1	1500	*,4643,*
contig_4113	4000	11	N	Y	1	1114	*,4113,*
contig_8305	3996	13	N	Y	1	4088	*,8305,*
contig_1665	3992	10	N	Y	1	*	1665
contig_4267	3992	10	N	Y	1	1228	*,4267,*
contig_3704	3991	11	N	Y	1	896	*,3704,*
contig_4678	3988	10	N	Y	1	1532	*,4678,*
contig_4268	3987	10	N	Y	1	1228	*,4268,*
contig_3842	3981	10	N	Y	1	*	3842
contig_3458	3976	18	N	Y	1	736	*,3458,*
contig_6696	3974	10	N	Y	1	3010	*,6696,*
contig_1984	3971	97	N	Y	1	*	1984
contig_5145	3970	10	N	Y	1	1832	*,5145,*
contig_8516	3968	10	N	Y	1	*	8516
contig_4032	3967	10	N	Y	1	1056	*,4032,*
contig_2533	3966	27	N	N	1	*	2533
contig_7565	3962	15	N	Y	1	3598	*,7565,*
contig_6469	3961	10	N	Y	1	2852	*,6469,*
contig_372	3960	26	N	Y	1	*	372
contig_3684	3957	10	N	Y	1	882	*,3684,*
contig_2012	3955	10	N	Y	1	*	2012
contig_4368	3955	10	N	Y	1	1320	*,4368,*
contig_6082	3953	13	N	Y	1	2538	*,6082,*
contig_3968	3944	10	N	Y	1	1018	*,3968,*
contig_6633	3944	18	N	Y	1	2954	*,6633,*
contig_8773	3942	13	N	Y	1	1956	*,8773,*
contig_1362	3941	44	N	Y	1	*	1362
contig_4806	3939	10	N	Y	1	1626	*,4806,*
contig_8099	3935	10	N	Y	1	3974	*,8099,*
contig_7492	3931	24	N	Y	1	3532	*,7492,*
contig_6328	3929	10	N	Y	1	2726	*,6328,*
contig_8421	3927	10	N	Y	1	*	8421
contig_6141	3926	11	N	Y	1	2594	*,6141,*
contig_4122	3925	10	N	Y	1	1124	*,4122,*
contig_7620	3920	10	N	Y	1	3632	*,7620,*
contig_8031	3920	10	N	Y	1	3918	*,8031,*
contig_676	3919	10	N	Y	1	*	676
contig_4674	3918	28	N	Y	1	1528	*,4674,*
contig_8700	3916	10	N	Y	1	580	*,8700,*
contig_4796	3911	10	N	Y	10	*	4796
contig_2938	3910	10	N	Y	1	474	*,2938,*
contig_5302	3909	10	N	Y	1	1946	*,5302,*
contig_2890	3907	10	N	Y	1	444	*,2890,*
contig_2359	3905	14	N	N	1	*	2359
contig_4121	3905	11	N	Y	1	1124	*,4121,*
contig_5777	3904	11	N	Y	1	2282	*,5777,*
contig_5997	3903	11	N	Y	1	2466	*,5997,*
contig_3198	3900	10	N	Y	1	610	*,3198,*
contig_4773	3894	10	N	Y	1	1614	*,4773,*
contig_7263	3893	10	N	Y	1	3376	*,7263,*
contig_7731	3892	24	N	Y	1	3708	*,7731,*
contig_8864	3892	10	N	Y	3	4166	*,8864,*
contig_5408	3891	10	N	Y	1	2020	*,5408,*
contig_2612	3890	66	N	N	6	*	*,2612,*
contig_1492	3888	25	N	Y	1	*	1492
contig_6171	3887	15	N	N	1	*	*,6171,*
contig_2047	3880	10	N	Y	1	*	2047
contig_7634	3877	10	N	Y	1	*	7634
contig_1786	3876	136	N	Y	2	*	1786
contig_5642	3868	26	N	Y	1	2186	*,5642,*
contig_1627	3866	25	N	Y	1	*	1627
contig_3272	3866	10	N	Y	1	662	*,3272,*
contig_4190	3866	21	N	Y	1	1178	*,4190,*
contig_5152	3866	10	N	Y	1	1840	*,5152,*
contig_8338	3863	10	N	Y	1	4112	*,8338,*
contig_4216	3859	17	N	Y	1	1198	*,4216,*
contig_6081	3854	10	N	Y	1	2538	*,6081,*
contig_2718	3847	18	N	Y	1	*	*,2718,*
contig_4066	3847	10	N	Y	1	1074	*,4066,*
contig_3179	3845	80	N	Y	13	*	3179
contig_3600	3845	10	N	Y	1	820	*,3600,*
contig_6427	3842	23	N	Y	1	2818	*,6427,*
contig_6848	3842	11	N	Y	1	3104	*,6848,*
contig_8437	3839	10	N	Y	1	4188	*,8437,*
contig_4002	3834	11	N	Y	1	1036	*,4002,*
contig_1591	3833	10	N	Y	1	*	1591
contig_6125	3833	10	N	Y	1	2578	*,6125,*
contig_6529	3833	11	N	Y	1	*	6529
contig_7706	3830	13	N	Y	1	3688	*,7706,*
contig_5312	3826	12	N	N	1	*	*,5312,*
contig_4710	3824	18	N	Y	1	1564	*,4710,*
contig_6998	3822	10	N	Y	1	3226	*,6998,*
contig_3804	3818	10	Y	Y	1	*	3804
contig_277	3817	10	N	Y	1	*	277
contig_5300	3816	10	N	Y	1	1944	*,5300,*
contig_4741	3814	10	N	Y	1	1590	*,4741,*
contig_7131	3814	22	N	Y	1	*	7131
contig_7840	3804	10	N	Y	1	3788	*,7840,*
contig_5283	3801	17	N	Y	1	1926	*,5283,*
contig_6729	3799	10	N	Y	1	3030	*,6729,*
contig_4192	3794	14	N	Y	1	1180	*,4192,*
contig_3417	3793	11	N	N	1	*	*,3417,*
contig_5404	3791	12	N	Y	1	2016	*,5404,*
contig_3242	3790	10	N	Y	1	640	*,3242,*
contig_5824	3784	11	N	Y	1	2312	*,5824,*
contig_373	3783	32	N	Y	1	*	373
contig_5144	3780	10	N	Y	1	1832	*,5144,*
contig_7096	3778	10	N	Y	1	3294	*,7096,*
contig_6387	3777	19	N	Y	1	2782	*,6387,*
contig_2614	3775	21	N	N	1	*	60,60,60,61,62,62,62,2614
contig_7040	3768	23	N	Y	1	3246	*,7040,*
contig_3541	3765	19	N	Y	1	784	*,3541,*
contig_7839	3763	10	N	Y	1	3788	*,7839,*
contig_2666	3761	20	N	N	1	*	2666
contig_4139	3760	10	N	Y	1	1138	*,4139,*
contig_7253	3760	10	N	Y	10	3370	*,7253,*
contig_7913	3759	11	N	Y	1	3826	*,7913,*
contig_3784	3757	12	N	Y	1	954	*,3784,*
contig_6892	3755	13	N	N	1	*	*,6892,*
contig_6727	3751	16	N	N	1	*	*,6727,*
contig_7558	3750	19	N	Y	1	3594	*,7558,*
contig_4303	3749	17	N	Y	1	1254	*,4303,*
contig_7677	3748	17	N	Y	1	3666	*,7677,*
contig_7095	3746	11	N	Y	1	3294	*,7095,*
contig_2919	3744	10	N	Y	1	462	*,2919,*
contig_5990	3742	10	Y	Y	1	216	5990
contig_6310	3734	12	N	Y	1	2708	*,6310,*
contig_5627	3733	10	N	Y	1	2174	*,5627,*
contig_8290	3730	16	N	Y	1	4078	*,8290,*
contig_8580	3729	739	N	Y	16	*	8580
contig_7897	3725	10	N	Y	1	3814	*,7897,*
contig_6093	3723	11	N	Y	1	2550	*,6093,*
contig_4778	3720	23	N	Y	1	1618	*,4778,*
contig_4973	3720	15	N	Y	1	1722	*,4973,*
contig_4910	3716	11	N	Y	1	1686	*,4910,*
contig_1713	3708	10	N	Y	1	*	1713
contig_4945	3706	10	N	Y	1	1700	*,4945,*
contig_6646	3706	13	N	Y	1	2970	*,6646,*
contig_2291	3703	10	N	N	1	*	2291
contig_5626	3703	10	N	Y	1	2174	*,5626,*
contig_6917	3700	10	N	Y	1	3164	*,6917,*
contig_1431	3697	11	N	Y	1	*	1431
contig_3599	3692	10	N	Y	1	820	*,3599,*
contig_3433	3680	17	N	N	1	*	3433
contig_6271	3676	10	N	Y	1	2682	*,6271,*
contig_1086	3671	41	N	N	1	*	*,1086,*
contig_2908	3671	10	N	Y	1	452	*,2908,*
contig_6096	3669	15	N	N	1	*	*,6096,*
contig_4469	3666	10	N	Y	1	1378	*,4469,*
contig_2759	3664	24	N	Y	1	*	2759
contig_8495	3663	10	N	Y	1	4232	*,8495,*
contig_533	3661	40	N	Y	1	*	533
contig_4593	3660	11	N	Y	1	1466	*,4593,*
contig_5839	3659	14	N	N	1	*	*,5839,*
contig_7635	3659	10	N	Y	1	*	7635
contig_7896	3658	10	N	Y	1	3814	*,7896,*
contig_7389	3654	32	N	Y	1	3468	*,7389,*
contig_7643	3653	10	Y	Y	1	338	7643
contig_1192	3651	22	N	Y	1	*	1192
contig_3297	3651	38	N	N	1	*	3297,-3296
contig_7191	3649	12	N	N	1	*	*,7191,*
contig_3964	3646	19	N	Y	1	1016	*,3964,*
contig_6244	3646	10	N	Y	10	2672	*,6244,*
contig_7530	3643	10	N	Y	1	3568	*,7530,*
contig_6828	3642	16	N	N	1	*	*,6828,*
contig_1068	3640	30	N	Y	1	*	1068
contig_6938	3640	20	N	Y	1	3184	*,6938,*
contig_6763	3636	20	N	Y	1	3056	*,6763,*
contig_4294	3634	16	N	Y	1	1246	*,4294,*
contig_4307	3634	10	N	Y	1	1258	*,4307,*
contig_8782	3632	10	N	Y	1	2016	*,8782,*
contig_6026	3631	11	N	Y	1	2496	*,6026,*
contig_6122	3630	20	N	Y	1	2576	*,6122,*
contig_7077	3630	24	N	Y	1	3278	*,7077,*
contig_6665	3629	10	N	Y	1	2986	*,6665,*
contig_7695	3626	25	N	Y	1	3684	*,7695,*
contig_3427	3625	11	N	Y	1	722	*,3427,*
contig_5205	3625	13	N	Y	1	1878	*,5205,*
contig_4671	3622	12	N	Y	1	1526	*,4671,*
contig_4282	3619	10	N	Y	1	1240	*,4282,*
contig_6976	3615	11	N	Y	11	3212	*,6976,*
contig_2886	3610	10	N	Y	1	440	*,2886,*
contig_5427	3600	11	N	N	1	*	*,5427,*
contig_5788	3598	27	N	Y	1	2290	*,5788,*
contig_6790	3597	10	N	Y	1	3064	*,6790,*
contig_3163	3589	12	Y	Y	1	34	3163
contig_4765	3589	12	N	Y	1	1606	*,4765,*
contig_5879	3579	12	N	Y	1	2352	*,5879,*
contig_4133	3578	10	N	Y	1	1134	*,4133,*
contig_5826	3577	10	N	Y	1	2314	*,5826,*
contig_7625	3576	31	N	Y	1	3636	*,7625,*
contig_5754	3574	13	N	Y	1	2264	*,5754,*
contig_273	3573	10	N	Y	1	*	273
contig_4134	3572	11	N	Y	1	1134	*,4134,*
contig_8150	3567	10	N	Y	1	*	8150
contig_8852	3567	11	N	Y	1	3502	*,8852,*
contig_7976	3564	11	N	Y	1	3876	*,7976,*
contig_6862	3556	18	Y	Y	1	276	6862
contig_6461	3554	23	N	Y	1	2846	*,6461,*
contig_7551	3554	10	N	Y	1	3586	*,7551,*
contig_8047	3554	13	N	Y	1	3932	*,8047,*
contig_7703	3551	17	N	Y	1	3686	*,7703,*
contig_8813	3551	10	N	Y	10	2686	*,8813,*
contig_8267	3550	17	N	Y	1	4060	*,8267,*
contig_3903	3545	10	N	Y	1	1008	*,3903,*
contig_7693	3544	10	N	Y	1	3682	*,7693,*
contig_4582	3543	17	N	Y	1	1456	*,4582,*
contig_1051	3538	10	N	Y	1	*	1051
contig_980	3530	11	N	Y	1	*	980
contig_3126	3527	12	N	Y	1	576	*,3126,*
contig_7864	3527	10	N	Y	1	*	7864
contig_2985	3523	37	N	N	1	*	2985
contig_4750	3522	34	N	N	1	*	4750,-4749
contig_2224	3520	11	N	N	1	*	-1564,60,60,61,62,62,62,2224
contig_2333	3519	14	N	Y	1	*	2333
contig_6057	3518	10	N	Y	1	2520	*,6057,*
contig_2645	3517	11	N	N	1	*	60,60,61,62,62,62,2645,-7735
contig_6435	3517	10	N	Y	1	2826	*,6435,*
contig_6432	3514	17	N	Y	1	2824	*,6432,*
contig_1689	3508	38	N	Y	1	*	1689
contig_3685	3503	10	N	Y	1	882	*,3685,*
contig_5123	3502	26	N	Y	1	1816	*,5123,*
contig_8156	3502	11	N	N	11	*	8156,-8155
contig_5572	3501	10	N	Y	1	2134	*,5572,*
contig_2698	3499	31	N	N	1	*	*,2698,*
contig_3904	3493	10	N	Y	1	1008	*,3904,*
contig_4327	3493	10	N	Y	1	1276	*,4327,*
contig_3782	3489	10	N	Y	1	952	*,3782,*
contig_8095	3488	26	N	Y	1	3972	*,8095,*
contig_6703	3485	17	N	Y	1	3012	*,6703,*
contig_1997	3482	10	N	Y	10	*	1997
contig_4743	3481	10	N	Y	1	1592	*,4743,*
contig_2590	3478	12	N	Y	1	*	2590
contig_4612	3478	12	N	Y	1	1480	*,4612,*
contig_8314	3478	14	N	Y	1	4096	*,8314,*
contig_3813	3475	16	N	Y	1	980	*,3813,*
contig_821	3474	11	N	Y	1	*	821
contig_3459	3473	10	N	Y	1	736	*,3459,*
contig_6799	3473	22	N	Y	1	3074	*,6799,*
contig_7990	3472	10	N	Y	1	3890	*,7990,*
contig_5075	3471	23	N	Y	1	*	5075
contig_4616	3470	18	Y	Y	1	114	4616
contig_4899	3469	12	N	Y	1	1676	*,4899,*
contig_7671	3462	10	N	Y	1	3660	*,7671,*
contig_2347	3460	38	N	Y	1	*	2347
contig_5973	3459	11	N	N	1	*	*,5973,*
contig_2875	3454	11	N	Y	1	432	*,2875,*
contig_4529	3454	30	N	N	1	*	4529
contig_3551	3452	10	Y	Y	1	56	3551
contig_7979	3451	22	N	Y	1	3878	*,7979,*
contig_5791	3446	10	N	Y	1	2294	*,5791,*
contig_3675	3440	10	N	Y	1	876	*,3675,*
contig_6877	3437	10	N	Y	1	3132	*,6877,*
contig_7178	3435	11	N	Y	1	3320	*,7178,*
contig_465	3432	39	N	Y	1	*	465
contig_7451	3432	10	N	N	1	*	*,7451,*
contig_2262	3428	10	N	N	1	*	2262
contig_2992	3422	10	N	Y	1	520	*,2992,*
contig_4358	3418	23	N	Y	1	1308	*,4358,*
contig_4308	3417	11	N	Y	1	1260	*,4308,*
contig_5204	3417	15	N	Y	1	1876	*,5204,*
contig_981	3417	10	N	Y	1	*	981
contig_4553	3415	10	N	Y	1	1432	*,4553,*
contig_8856	3415	23	N	Y	1	3660	*,8856,*
contig_8285	3413	10	N	Y	1	4074	*,8285,*
contig_7814	3410	10	N	Y	1	3762	*,7814,*
contig_6418	3409	16	N	Y	1	2810	*,6418,*
contig_6433	3408	10	N	Y	1	2824	*,6433,*
contig_3771	3406	10	N	Y	1	942	*,3771,*
contig_2876	3405	10	N	Y	1	432	*,2876,*
contig_8346	3405	10	N	Y	1	4120	*,8346,*
contig_7298	3401	19	N	Y	1	3404	*,7298,*
contig_5038	3399	26	N	Y	1	1778	*,5038,*
contig_7445	3395	10	N	Y	1	3506	*,7445,*
contig_5251	3394	10	N	Y	1	1900	*,5251,*
contig_3542	3393	13	N	Y	1	784	*,3542,*
contig_8397	3392	10	N	Y	1	4156	*,8397,*
contig_6674	3391	11	N	Y	1	2992	*,6674,*
contig_4309	3387	12	N	Y	1	1260	*,4309,*
contig_8514	3385	11	N	Y	11	*	8514
contig_2517	3383	29	N	N	1	*	2517,-2518,1062
contig_2317	3382	31	N	N	1	*	2317
contig_6717	3382	10	N	Y	1	3022	*,6717,*
contig_5792	3381	10	N	Y	1	2294	*,5792,*
contig_3907	3380	10	N	Y	1	1012	*,3907,*
contig_7277	3380	16	N	Y	1	3388	*,7277,*
contig_6909	3379	39	N	Y	1	3160	*,6909,*
contig_6971	3376	10	N	Y	1	3210	*,6971,*
contig_4522	3375	34	N	N	1	*	4522
contig_5611	3373	10	N	Y	1	2162	*,5611,*
contig_7631	3370	10	Y	Y	1	334	7631
contig_4787	3365	10	N	Y	1	*	4787
contig_12	3364	10	N	Y	1	*	12
contig_3543	3358	19	N	Y	1	786	*,3543,*
contig_3855	3355	22	N	Y	1	994	*,3855,*
contig_6868	3351	16	N	Y	1	3122	*,6868,*
contig_2822	3350	23	N	Y	1	424	*,2822,*
contig_3608	3350	11	N	Y	1	828	*,3608,*
contig_1684	3349	31	N	Y	1	*	1684
contig_7155	3349	15	N	Y	1	3312	*,7155,*
contig_8098	3349	10	N	Y	1	3974	*,8098,*
contig_6637	3348	10	N	Y	1	2960	*,6637,*
contig_1858	3347	10	N	Y	1	*	1858
contig_4760	3342	10	N	Y	1	1602	*,4760,*
contig_6726	3341	113	N	Y	2	*	6726
contig_4101	3340	22	N	Y	1	1104	*,4101,*
contig_7145	3339	10	N	Y	1	3306	*,7145,*
contig_8791	3338	11	N	Y	1	2216	*,8791,*
contig_1985	3337	10	N	Y	2	*	1985
contig_6329	3335	11	N	Y	1	2726	*,6329,*
contig_4952	3332	24	N	Y	1	1704	*,4952,*
contig_6251	3329	55	N	Y	1	2676	*,6251,*
contig_3616	3327	17	N	Y	1	832	*,3616,*
contig_7324	3327	34	N	Y	1	3428	*,7324,*
contig_6972	3325	47	N	Y	1	3210	*,6972,*
contig_5963	3324	10	N	Y	1	2434	*,5963,*
contig_6447	3323	11	N	Y	1	2836	*,6447,*
contig_7757	3322	11	N	Y	1	3722	*,7757,*
contig_7761	3322	17	N	Y	1	3726	*,7761,*
contig_2130	3321	31	N	Y	31	*	2130
contig_4090	3321	246	N	Y	18	1094	*,4090,*
contig_3688	3319	10	N	Y	1	886	*,3688,*
contig_7568	3317	16	N	Y	1	3602	*,7568,*
contig_3547	3310	11	N	Y	1	790	*,3547,*
contig_6589	3310	12	N	Y	1	2934	*,6589,*
contig_5565	3307	20	N	Y	1	2128	*,5565,*
contig_931	3305	49	N	Y	1	*	931
contig_4159	3302	16	N	Y	1	1158	*,4159,*
contig_6843	3302	10	N	Y	1	*	6843
contig_4006	3301	10	N	Y	1	1040	*,4006,*
contig_6831	3298	19	N	Y	1	3096	*,6831,*
contig_6951	3295	41	N	N	1	*	6951
contig_5110	3292	33	N	Y	1	1806	*,5110,*
contig_5393	3291	10	N	Y	1	2004	*,5393,*
contig_6063	3288	11	N	N	1	*	6063,-6062
contig_67	3287	10	N	Y	1	*	67
contig_1211	3285	22	N	Y	1	*	1211
contig_7391	3279	10	Y	Y	1	*	7391
contig_5895	3278	16	N	Y	1	2370	*,5895,*
contig_4578	3276	17	N	N	1	*	*,4578,*
contig_8485	3272	24	N	Y	1	4222	*,8485,*
contig_6725	3269	11	N	Y	11	*	*,6725,*
contig_7741	3268	10	N	Y	1	3716	*,7741,*
contig_5555	3266	22	N	Y	1	2118	*,5555,*
contig_1474	3265	21	N	Y	1	*	1474
contig_3674	3259	10	N	Y	1	876	*,3674,*
contig_2160	3257	267	N	Y	6	*	2160
contig_6300	3257	11	N	Y	1	2698	*,6300,*
contig_4021	3255	14	N	Y	1	1050	*,4021,*
contig_6718	3252	10	N	Y	1	3022	*,6718,*
contig_815	3252	109	N	Y	5	*	815
contig_4632	3246	10	N	Y	1	1490	*,4632,*
contig_3657	3243	35	N	Y	1	860	*,3657,*
contig_4568	3242	11	N	Y	1	1446	*,4568,*
contig_7068	3240	34	N	Y	1	3274	*,7068,*
contig_7478	3239	10	N	Y	1	*	7478
contig_4320	3228	11	N	Y	1	1270	*,4320,*
contig_8030	3221	10	N	Y	1	3918	*,8030,*
contig_8389	3218	29	N	Y	1	4148	*,8389,*
contig_3255	3213	10	N	Y	1	652	*,3255,*
contig_5720	3213	14	N	Y	1	2252	*,5720,*
contig_6681	3212	15	N	N	1	*	*,6681,*
contig_4611	3206	10	N	Y	1	1480	*,4611,*
contig_3822	3204	17	N	Y	1	984	*,3822,*
contig_5026	3204	18	N	Y	1	1766	*,5026,*
contig_5667	3203	11	N	Y	1	2208	*,5667,*
contig_6238	3200	10	Y	Y	1	*	6238
contig_6494	3200	12	Y	Y	1	244	6494
contig_1817	3198	11	N	Y	1	*	1817
contig_2419	3197	22	N	N	1	*	2419
contig_1856	3196	14	N	Y	1	*	1856
contig_2412	3195	11	N	Y	1	406	*,2412,*
contig_4254	3195	11	N	Y	1	1216	*,4254,*
contig_8518	3195	11	Y	Y	1	*	8518
contig_7420	3189	10	N	Y	1	3490	*,7420,*
contig_8286	3189	10	N	Y	1	4074	*,8286,*
contig_1372	3184	90	N	Y	3	*	1372
contig_7141	3183	10	N	Y	1	3304	*,7141,*
contig_6411	3181	10	N	Y	1	2804	*,6411,*
contig_7126	3180	28	N	Y	1	*	7126
contig_7944	3175	10	N	Y	1	3850	*,7944,*
contig_3676	3174	10	N	Y	1	878	*,3676,*
contig_6996	3174	11	N	Y	1	3224	*,6996,*
contig_7425	3174	11	N	Y	1	3494	*,7425,*
contig_3144	3169	27	N	Y	1	584	*,3144,*
contig_3184	3166	42	N	Y	1	602	*,3184,*
contig_4650	3165	10	N	Y	1	1508	*,4650,*
contig_8165	3164	28	N	Y	1	4002	*,8165,*
contig_2316	3162	34	N	N	1	*	2316
contig_5981	3161	21	N	Y	1	2452	*,5981,*
contig_4736	3160	11	N	Y	1	1586	*,4736,*
contig_7105	3159	12	Y	Y	1	290	7105
contig_4038	3158	12	Y	Y	1	84	4038
contig_5836	3158	16	N	Y	1	2322	*,5836,*
contig_7833	3157	15	N	Y	1	3782	*,7833,*
contig_6751	3156	10	N	Y	1	3046	*,6751,*
contig_8133	3154	11	N	Y	1	3996	*,8133,*
contig_4209	3152	10	N	Y	1	1190	*,4209,*
